0,0000
9,0001
6,6706
0,9760
0,7809
15,6064
22,5049
228,1858
6,0046
1,1965
0,0000
30,1249
25,1920
209,4614
189,8063
0,8029
0,7267
0,7116
0,9330
1,4032
35,6900
0,0000
0,8750
5,6027
180,1160
4,6952
189,4271
7,6622
188,4841
7,8623
6,1571
18,4831
80,1636
186,6584
3,1308
5,6005
3,6597
2,4476
0,0000
4,8953
6,3586
6,6521
217,5953
54,6650
162,3902
114,0545
57,2360
42,6028
21,2060
47,4926
135,8457
132,5969
5,0678
9,2111
4,5278
0,8750
8,1750
48,3356
136,5635
127,7728
122,7615
71,4077
58,3886
2,8160
11,8382
44,4436
154,5680
12,0830
19,3987
20,2597
138,0788
15,9267
15,7191
11,6241
47,6040
98,9313
113,9859
10,0613
98,8680
146,6744
63,1538
1,5657
126,9630
8,8287
7,5448
22,6576
48,5376
1,1538
0,7608
1,9092
0,8750
29,7532
1,7837
92,6830
0,7832
68,2365
1,7191
1,1968
0,0000
1,9250
28,0576
0,7081
0,7164
0,9111
1,0202
2,1928
7,0159
72,5154
9,4846
17,2419
40,0745
118,7920
203,8486
128,8787
0,0000
0,0000
24,5433
53,5334
84,1403
145,1983
21,7915
44,1242
23,8360
2,4167
15,1666
22,7790
27,6486
32,9202
0,7515
89,8975
1,5224
1,1229
0,0000
0,0000
0,0000
54,8769
0,8335
0,7689
0,8750
3,6169
0,8310
0,8235
0,7519
1,3829
2,0164
5,5352
0,8283
12,7566
2,7933
0,7914
3,2812
88,7081
2,2307
1,1465
82,0745
9,8714
1,4764
0,0000
0,0000
0,0000
6,0704
0,7736
4,1382
1,8807
3,3536
0,0000
1,6627
28,7703
0,0000
2,3444
4,1245
1,2586
0,7216
9,1758
0,0000
0,9768
4,1723
2,7424
34,8666
0,8100
0,9700
1,2692
2,1426
2,9403
4,9587
13,5694
0,0000
2,7786
2,0663
2,0180
5,9336
9,6598
11,9208
2,0815
0,8750
0,8750
12,0344
1,4100
0,0000
3,4360
1,2909
2,4090
2,2360
3,7403
2,5267
3,9008
6,6911
1,0674
3,7417
0,7436
1,3874
8,0705
14,8780
220,0961
0,7645
1,1432
1,3084
1,5481
1,6012
1,5963
2,3026
14,7330
2,9619
3,8049
4,8681
3,5797
0,7590
4,9401
7,9912
1,4833
1,8335
2,2197
2,3615
3,2620
4,4410
2,7114
0,7649
0,8750
2,0244
3,9404
1,5118
0,9416
1,6241
0,9705
1,9864
3,2539
6,4645
1,9797
8,6036
1,2816
30,4359
31,2534
23,5407
32,4185
1,9584
6,2523
1,2312
4,3337
0,0000
1,1870
2,7959
4,3978
5,0162
9,0829
6,9855
18,6487
2,2077
0,7574
1,4071
4,7102
1,4557
9,1825
8,9687
9,9186
1,7441
6,1653
1,4191
10,5036
1,4532
2,4238
3,9310
6,5549
1,0701
0,8201
13,3407
2,2784
0,9422
2,2057
1,0434
4,1631
6,2535
15,2759
10,2038
17,6487
0,7467
2,3073
5,9241
12,2023
13,4953
12,5579
21,4028
4,2248
0,8611
2,1522
5,4907
9,8142
64,2130
13,4161
1,4604
7,5464
6,0682
11,2776
24,6096
20,7516
58,9040
19,8954
50,2962
3,2709
33,1909
138,5573
51,3372
10,8719
1,3976
30,2599
4,5464
4,7299
1,6201
