8,0509
124,6665
1,4825
5,8623
9,0287
79,9897
122,5607
2,4612
4,9860
10,9450
25,1144
78,1492
117,9124
5,4722
13,0833
14,1487
19,7391
8,3381
40,7344
17,4429
47,7297
2,7990
95,5367
88,9279
2,7252
4,6555
5,3488
5,3106
18,6091
9,4101
2,4289
44,5162
1,0338
1,3110
1,7704
7,2279
14,8995
17,1681
3,3436
42,3924
22,3425
64,7494
0,8879
103,9751
5,7877
10,0727
17,3719
17,2069
37,4622
14,7132
1,4750
2,8797
2,5132
0,8646
15,3592
9,6384
15,1590
148,9663
15,7149
3,7879
0,8550
0,7963
16,8715
6,4231
5,0487
1,1333
8,7690
4,1941
87,3437
0,9026
7,8997
2,6615
10,7858
2,3612
77,2048
25,5052
5,8771
21,8079
20,4971
74,8011
0,8604
28,8703
23,9597
60,4189
14,1167
25,4329
30,5533
23,4794
43,2405
21,7367
126,8195
3,7928
2,8027
31,1985
12,5068
1,8295
5,0907
34,1125
1,1906
4,9549
0,8750
5,5055
8,4994
14,2422
14,8764
0,7105
35,0167
56,2758
34,2235
29,9726
9,8187
4,2515
2,5301
87,1203
3,2056
14,5176
160,7230
29,5699
97,2690
9,0425
0,9035
2,2291
8,3623
3,9347
8,1194
12,5804
27,6584
4,8505
3,8924
1,7429
10,4174
1,1895
1,5071
2,7127
4,9469
3,9249
56,5324
31,3155
0,8750
1,7874
2,8019
10,8721
8,4757
5,4830
10,6231
11,3197
8,9584
4,4064
1,5079
26,4996
55,6612
2,8651
5,7364
1,1723
0,8750
2,3784
2,1685
2,1803
3,6540
2,6852
4,6736
36,9779
5,1397
13,8126
6,1177
2,3776
1,3047
13,6444
0,8987
2,0110
3,9465
8,2791
13,5266
1,7924
1,9711
34,5165
49,9626
35,2638
6,2268
1,6469
0,7641
0,9698
1,5694
2,3183
4,9818
10,6974
0,7982
4,2697
4,0742
6,2314
9,3637
9,5342
8,1515
4,4500
0,9751
0,8750
0,8750
81,2835
77,4671
25,5773
0,8306
1,9031
2,6106
4,9049
4,5337
4,6719
8,3511
0,9047
1,3493
1,1334
0,7661
30,8718
197,4942
0,8712
2,5896
4,4805
5,8616
9,1758
8,3632
10,3132
28,5717
0,7882
2,2204
3,0368
4,0063
3,4263
28,1274
4,5480
5,7077
1,2344
3,0815
3,4391
3,6344
4,8421
6,0286
11,2969
2,0564
3,0288
0,7779
39,2432
26,8276
0,9240
7,4038
4,2050
7,7284
8,3776
10,8235
14,9710
1,7711
1,5260
0,9509
1,2869
0,8507
1,2629
0,7069
14,8465
0,8750
1,3685
20,1160
0,8999
1,2911
0,7838
2,3757
0,9716
3,2590
158,1899
12,1882
1,7975
3,8478
3,2389
5,2061
7,4986
8,5269
9,9526
2,0999
1,0244
70,8981
2,2241
2,9535
3,1948
3,5653
4,2265
1,7121
11,5400
17,9893
1,7212
7,5400
3,9169
8,9877
7,7583
10,4383
3,8401
0,8612
1,1757
12,4122
0,7026
13,8966
5,1386
5,7448
1,4712
9,9532
0,9360
4,8109
25,7853
10,4395
1,8127
17,8671
5,1863
4,4731
2,1019
2,5484
3,7109
4,8825
5,4655
13,6787
2,0368
3,7572
70,7082
2,1593
16,1677
4,2602
6,3361
26,8469
0,7770
17,2125
7,0898
68,8798
0,8750
36,5710
3,5145
23,7722
1,4909
1,4420
2,0960
20,4448
39,3701
44,0200
1,0590
0,8690
0,8334
2,2313
0,8716
0,8709
1,0122
4,8788
17,4477
20,8043
1,7181
22,9249
0,9407
71,0931
5,4918
1,1896
2,2508
0,8408
1,3279
0,8085
1,2282
1,3280
0,7763
0,7778
1,3777
19,3116
20,2436
17,3964
21,4696
5,1720
1,2334
2,5623
4,7141
9,0501
10,4928
12,1928
1,9193
0,7155
6,3665
8,9440
1,0486
16,5987
17,5281
1,4168
66,2204
100,4487
2,0255
0,8861
10,9657
51,5837
43,2900
63,0860
40,6272
28,8596
23,8180
11,4783
13,5250
30,0453
50,7723
26,7873
52,9559
164,6943
210,5563
124,0492
0,7368
16,0730
4,0810
49,6432
0,8750
14,3087
212,8542
3,2546
14,9583
7,2058
2,1255
1,6593
9,1648
97,9737
4,2931
11,8641
86,6889
1,0024
0,0000
0,8750
3,0471
30,2785
7,4052
233,8151
0,7368
0,8750
32,7603
1,0200
17,2234
2,6871
0,7700
4,9253
0,9056
2,6835
1,2051
5,3945
9,7578
0,8368
25,6259
12,3514
34,7569
2,2496
0,8660
2,1728
27,3307
2,0232
2,0327
8,2882
13,4956
0,8750
2,6914
0,7741
4,9014
5,2521
2,9036
2,4331
1,7185
9,0863
18,5470
4,5675
37,1241
20,4602
0,9569
10,7609
6,6409
6,0715
11,8333
9,7563
21,5557
16,5894
21,9765
11,7763
1,5201
2,4655
3,0265
24,6214
22,6927
12,5459
0,8637
0,8507
0,8383
12,0022
48,6954
3,6405
3,9240
9,0362
1,0744
1,1685
210,6547
158,1247
15,1895
66,9266
1,6026
3,7037
1,7918
10,5772
1,6179
2,3740
6,7195
4,1320
10,3721
0,8750
1,4233
0,8739
6,6203
12,5710
0,8750
0,8750
0,8750
165,8158
239,6844
10,7282
1,2359
0,8568
11,0025
9,5882
36,3355
0,7034
1,1100
0,7816
0,9540
0,8315
16,2404
2,9687
0,7184
1,3631
1,8843
9,7386
11,2705
29,1427
0,7926
6,1691
0,7798
1,5933
2,0104
18,7729
41,5550
1,2921
0,8429
3,0439
5,8777
7,0356
12,0423
21,2091
2,4091
1,2569
0,9717
1,9503
6,7681
7,7865
18,2258
1,5630
2,1300
0,8603
8,4640
18,7795
23,2566
28,1858
1,8604
2,8347
0,7597
1,2458
9,9162
15,6313
20,3248
2,8783
28,1225
5,2080
10,3935
91,8498
9,6337
3,3165
0,7201
1,6156
0,8598
2,7535
5,8567
2,3804
4,6495
18,7802
3,2149
1,6865
5,2083
27,8948
6,0653
7,6201
11,2701
22,1751
1,8367
14,3022
23,0200
1,3445
1,0821
0,8478
4,1765
1,0984
2,3325
2,5031
3,0525
1,5892
30,5197
20,7939
1,3569
2,2251
10,0223
1,4840
7,7687
6,4854
1,7061
4,5717
0,8750
0,7057
1,8064
2,1117
20,6472
6,8445
55,4304
9,4196
1,7036
2,1378
1,2090
2,5315
16,8125
5,4959
2,1605
3,6956
5,4685
36,0752
27,5542
34,8406
0,9813
1,7020
2,5927
1,8107
32,1876
33,4121
3,7442
5,4659
0,8085
2,8076
5,7745
2,4020
1,3629
0,7897
1,8323
1,4897
1,3539
1,0175
23,0107
6,2922
7,0918
1,7219
3,6546
0,7966
1,5758
44,8464
20,3538
28,9795
19,3914
4,2411
1,1165
1,3865
1,0937
18,4413
3,2561
30,8165
1,6783
23,5830
0,7972
6,0543
4,0760
5,5554
0,9069
3,2409
1,7487
1,7099
0,7017
2,6022
2,3768
3,5517
5,4692
0,9150
1,5809
0,8619
3,7963
7,7681
9,9809
0,9482
1,0436
0,7757
0,8908
21,6335
5,1092
1,1365
2,4330
35,2731
1,7588
2,9383
1,8288
1,1706
14,6532
8,2680
10,9658
11,9174
231,6246
13,6794
5,7189
9,9542
4,3955
6,8655
6,2380
1,9941
1,3397
2,2035
1,8677
0,8202
0,9682
3,0620
0,7300
0,9687
2,1043
11,0769
0,8762
0,8110
6,1757
28,6320
86,5539
11,6276
2,2233
8,3154
1,4820
2,8606
1,2675
1,7331
18,1873
0,7826
11,4564
0,7788
22,6159
2,5057
12,8652
1,7530
1,0848
1,3519
2,3611
1,5183
0,7591
0,9433
0,8655
0,9850
0,8507
2,3259
2,8686
1,0120
4,0928
2,2463
1,6471
1,1021
2,4261
3,6963
9,4115
110,0237
1,6357
7,5453
8,2976
2,4748
2,1693
4,7367
15,9893
35,0442
0,7367
10,6136
0,9568
0,7968
9,3333
0,8301
7,3877
6,8947
8,9587
4,7662
14,4197
16,5712
2,5512
6,2832
7,5618
3,8989
4,3288
1,1560
3,0517
12,3075
2,2891
7,1821
27,8680
4,2422
3,7234
16,8059
28,8685
2,0802
2,0366
2,7486
7,5723
8,4548
33,2369
1,7811
2,2797
3,3376
1,0166
4,0399
5,1201
6,1496
12,7617
3,9849
3,9282
11,5431
5,5596
0,9195
1,1232
1,3482
4,8529
7,9241
21,6132
0,7022
1,4324
1,7280
2,1124
38,0583
0,8012
2,4667
0,8100
1,8372
2,4785
1,0339
0,8812
3,3860
6,1174
48,5407
1,2517
2,6651
6,4138
40,4692
2,0161
18,6288
0,8576
0,8949
0,8132
2,0676
6,5807
3,9681
13,4183
0,9692
0,9903
7,0574
15,1653
2,2352
51,9430
51,0237
1,3710
1,9855
2,8090
7,0676
21,7221
44,7378
76,8541
0,7013
2,7545
1,6305
3,8690
19,2218
34,9088
21,6197
0,7016
1,3029
2,5959
9,1726
0,7889
4,5817
8,1976
1,2977
1,3239
0,7245
9,0970
2,5567
0,7863
1,0205
3,7139
13,8476
31,5395
1,4066
5,8025
10,2688
28,4869
2,7459
2,8015
0,8750
25,6950
6,3172
9,4802
0,8750
0,7891
1,2748
23,6435
52,8527
0,8725
2,8781
