55,7789
116,3334
26,9471
45,1893
28,6920
154,4039
104,9343
10,2699
7,8400
9,8559
38,7154
139,7989
106,0206
31,9312
35,7897
35,1235
17,6696
7,5256
1,0751
0,7137
164,9032
42,0682
151,9271
155,4694
65,8295
108,4278
31,9092
93,1833
0,8750
45,3463
34,5656
0,8305
156,1607
61,1556
41,4726
27,5994
27,4236
0,7142
11,0870
202,7123
221,2989
178,5985
0,8750
59,9565
36,5503
37,2834
11,5412
12,0250
1,2243
1,6239
96,3711
47,4332
52,5863
16,1395
25,0303
234,2725
226,6660
52,6981
20,9029
60,0047
36,6893
22,0207
12,7274
0,8656
1,7161
3,0649
86,6630
0,8750
65,5380
0,8750
56,9437
0,7774
24,3164
236,0147
7,1569
48,1932
37,8602
5,7232
14,1649
28,5245
11,9586
7,5240
99,0773
129,2112
108,6635
95,1495
81,8285
23,0744
17,3792
18,2479
119,7090
97,6524
30,9340
126,1185
64,0469
107,0721
36,7068
52,4412
1,2661
237,5498
89,5214
5,3079
14,2000
21,6700
5,5204
12,1359
0,9665
117,5702
1,5804
2,0798
54,0059
126,9565
42,1930
9,4019
1,3786
7,7609
3,5115
26,1180
0,8750
37,4706
227,3050
203,6467
217,8016
243,6486
5,6496
8,3338
6,7932
137,6542
68,1720
126,1861
36,2975
239,6634
5,2447
12,3986
26,2376
151,0500
119,0583
51,6867
247,3341
242,0843
178,6262
156,4467
55,5663
36,2381
27,2295
226,4594
171,0674
158,3195
21,1694
96,9079
1,5968
157,3446
242,0329
50,3127
89,4499
237,7503
244,2865
2,4016
78,4824
1,7386
1,2563
38,3380
3,5263
73,8575
41,1192
0,7022
3,6104
32,8269
2,6765
0,7035
1,0722
2,5333
3,9646
112,5314
6,2341
103,2728
50,9079
14,6253
10,8013
152,7639
86,6727
46,8898
43,9948
41,2565
33,9362
28,3648
1,2534
110,9222
5,0340
9,1256
65,6048
40,8959
28,0457
1,4141
248,1499
247,3750
235,7024
167,3066
33,7749
95,6826
1,9298
4,2312
74,3748
75,5952
44,1709
39,7065
31,4161
247,1529
194,9383
11,9084
77,7779
13,6893
36,4017
12,8644
85,0824
83,3503
70,7926
69,0243
56,3941
34,2248
42,2431
109,0981
130,7343
97,5464
73,6377
44,1780
40,9503
40,7992
31,3463
1,0913
91,9160
85,5585
46,2670
42,0296
39,7681
26,4172
1,3781
245,2212
106,7991
206,8164
32,5407
3,1983
1,0824
13,0304
22,7448
39,9680
33,2209
27,6475
0,9456
76,5083
58,5218
30,4570
34,5350
13,1890
7,2207
228,9012
247,8938
1,3316
7,5146
247,9131
141,0213
113,5571
112,8825
8,0435
79,9131
73,1614
26,0754
76,0398
70,6922
41,3486
37,9893
31,9333
28,0774
10,5928
1,3066
2,7605
50,0375
102,7484
83,3659
73,2141
61,4515
48,3689
247,2177
155,7246
2,9560
3,5977
2,8758
0,9311
94,7879
10,5834
12,6746
48,2347
9,8477
86,3660
47,1454
0,7204
165,8848
121,7784
87,2390
123,7879
52,0740
243,9642
212,7875
220,8660
163,0742
88,1552
32,3867
20,9439
1,2060
154,1510
115,0208
78,1303
73,0942
51,8265
10,7877
226,3499
195,0716
174,6315
25,1741
16,5913
20,1730
230,8120
0,7203
78,0616
23,8405
11,5765
14,8067
91,0866
0,8750
217,5805
0,7187
171,7843
186,3752
100,1929
0,7216
0,7330
41,6380
39,2976
18,5839
34,6989
207,8851
137,0192
58,0611
88,0372
56,0587
132,0700
103,7085
126,1405
4,3854
29,7569
9,9196
8,8009
1,6726
2,0545
178,0004
13,4350
124,0127
76,6958
5,1006
9,7693
84,1747
77,8093
37,3547
15,9831
26,3266
13,2579
154,8205
6,3868
14,4639
22,5708
56,8132
37,3611
25,1767
1,6344
8,1169
70,7883
42,7280
39,7349
27,0444
24,7612
82,6545
82,6017
121,4894
243,6123
2,6822
40,0981
40,0006
24,3960
26,1877
57,4671
44,0304
3,4497
237,6467
236,4750
218,1766
149,3781
1,1382
8,4051
11,3036
24,1335
6,8553
4,5365
17,3939
24,3310
12,5880
245,1138
6,4054
1,3236
0,8092
233,4298
4,3384
247,8745
243,1262
7,0433
17,5627
20,6392
3,6510
10,8815
0,8264
0,7949
245,3646
246,9529
0,7368
22,2385
4,2369
13,3723
247,3431
18,6832
21,4346
21,5332
246,0209
65,8376
40,8663
238,1403
0,7726
244,3625
1,4010
191,4510
129,5513
50,6950
39,5434
69,2597
50,5546
34,2915
54,6878
41,1777
24,4552
23,5479
20,3031
15,3288
246,5294
246,3835
63,7726
38,6819
242,1949
242,7396
0,8416
48,8820
148,5948
50,3357
56,5436
48,4117
34,6477
31,8772
23,4975
15,1670
233,2686
235,6678
214,5588
63,8238
30,4184
31,5667
16,2577
240,6660
238,1464
235,2754
25,3681
40,3133
21,3466
208,7603
184,3761
93,1740
48,9735
77,4055
52,2064
25,6008
0,7119
197,5943
150,0499
31,1274
24,8488
13,6271
16,1338
38,1867
48,4756
43,4603
11,0526
168,2147
115,4953
88,5640
56,1815
30,1044
181,8974
112,3309
23,4137
50,3575
11,6349
180,3477
167,8141
107,3309
82,2529
9,4406
49,2866
47,9617
44,3367
44,6355
46,1750
0,8750
3,5041
1,0828
1,6604
2,5764
42,8844
41,0052
207,8700
0,7461
1,5989
23,9896
47,9028
30,9440
10,9187
3,1577
1,2132
18,7137
35,3674
35,6654
23,8029
1,8370
162,2132
3,9906
106,2065
74,6884
42,4441
35,3523
8,3233
0,7022
181,7462
0,9133
69,1143
40,4493
27,0629
2,4830
242,7182
243,1130
5,8092
41,9979
28,6325
21,4039
12,1366
241,9111
111,9096
80,3769
45,8480
36,4028
26,2938
19,9908
6,8877
0,8750
0,7785
58,1620
0,8750
69,7819
91,2290
6,0723
3,2552
10,1028
169,3018
1,0298
200,2244
0,8090
11,9561
67,1795
60,7331
0,8007
3,7059
0,8257
1,2640
0,8750
1,5391
0,7690
53,6619
8,1707
26,0162
5,6855
14,4732
172,8318
8,1340
204,6112
1,6735
229,5022
1,1379
13,2163
2,7888
78,6570
46,4229
74,7585
87,7562
1,3010
112,6843
0,9487
172,4572
242,4898
0,7069
1,9904
241,3389
0,7451
0,8750
0,8750
103,9686
159,8184
229,7590
236,6722
0,7742
17,6590
0,8130
1,7160
232,1642
1,9419
10,5011
31,6074
47,0826
4,6722
2,2805
245,7797
246,9768
15,8730
5,5878
20,1903
48,5499
25,9639
76,8292
3,7495
13,5205
0,8201
4,3475
238,5590
1,2104
246,0616
246,7741
16,5597
27,9181
60,8342
4,3448
243,9679
1,7693
247,1639
28,9946
17,6623
50,8603
66,2184
4,6131
0,7033
242,9255
244,1051
17,6491
30,9525
17,2483
38,4630
26,2108
21,1101
80,4509
1,7823
183,7529
0,9336
236,8037
188,6242
242,7318
1,0280
25,9613
17,5286
30,5291
34,9196
7,2450
125,8468
220,7355
10,5824
17,0863
21,7167
90,1932
167,7125
0,7340
241,0164
8,1492
7,0750
16,5597
45,4831
30,1483
47,2143
0,8893
93,0398
0,9963
233,4748
241,7320
237,2842
5,0205
2,1192
7,6763
5,4997
33,5734
33,9299
8,5283
61,3208
43,6831
155,2053
6,9592
84,3643
166,4856
4,1509
107,2718
5,1540
0,9609
151,1462
237,5305
208,4169
146,3809
12,4310
7,5250
23,3648
34,3712
18,1162
27,0503
85,6091
1,5989
152,4990
0,9192
154,5852
113,4848
230,1310
1,0309
12,3225
3,1528
25,9370
40,1849
42,3780
47,2892
135,0225
102,1196
0,7416
100,8251
232,4822
163,3729
1,8782
183,3420
15,3770
39,2385
51,6399
0,9510
1,7143
0,8593
245,6206
12,8201
4,5603
0,8750
38,0781
25,2587
28,0497
38,0797
67,1830
68,5933
179,9893
2,4846
10,0174
218,2926
1,0604
2,4324
225,1884
1,1168
1,6328
223,6924
0,7177
0,8826
14,9868
9,6059
54,9132
59,9282
10,8069
103,6934
132,4179
0,7525
181,2422
1,4132
191,1362
0,8020
0,7236
0,7206
13,7090
0,7167
0,7280
168,3907
89,9124
34,0294
1,3306
1,9025
1,0733
167,8951
115,1831
28,1977
0,8750
1,4477
1,8184
0,7114
1,7101
117,3142
88,8764
11,0468
242,5318
1,0611
132,4681
5,6871
49,3472
25,8648
10,3575
1,7694
1,5573
1,5914
2,3565
16,2400
142,9343
245,0287
154,2027
52,1964
50,1530
165,4170
3,1686
94,4177
51,8537
2,7890
185,7639
126,0671
53,6716
27,9816
13,5035
231,3713
191,8474
143,6901
155,1369
4,9638
13,1929
17,6033
23,4020
248,0253
2,0247
239,7998
230,5152
38,3430
69,2256
22,0452
0,7997
244,5472
243,0761
224,3534
155,5346
103,1504
61,8541
1,0896
245,4456
211,1503
3,7765
134,6941
52,6344
31,9828
0,8267
0,9661
1,2129
0,7442
113,4667
76,6643
58,2854
247,5155
1,2833
2,4765
0,9526
173,6825
61,3689
136,8494
237,7006
8,5535
189,6263
0,8750
0,9965
0,9430
1,8236
128,3813
67,8291
12,0680
1,4148
1,3287
4,0994
212,7671
76,8884
56,8879
8,3944
0,8750
233,5626
0,8377
1,4973
161,9969
105,5194
74,6192
189,1978
115,8600
143,3100
217,6963
3,6088
121,6926
138,4405
46,2809
236,4514
2,0868
95,0903
10,9616
133,8839
106,7455
14,7740
247,9665
27,8181
94,1324
31,6844
23,8047
243,2708
239,7784
13,8425
185,9144
130,3156
110,9421
70,7812
184,1639
151,9635
115,5702
1,6486
1,0533
1,5035
19,8641
37,1856
24,4454
238,5711
216,8148
215,9603
108,2278
84,1289
104,8105
247,9180
2,0807
0,8381
1,9060
52,9153
15,7055
0,7021
0,8261
8,8440
49,9991
28,2029
51,0226
2,0309
6,1031
10,3666
40,8552
29,0662
27,5503
241,7786
38,4607
47,1673
14,6646
21,0785
236,7446
217,2632
171,0008
120,8584
106,5984
50,2870
42,7825
7,6998
198,3669
3,4090
77,0442
32,3098
52,0470
27,6391
3,3532
0,7042
1,6681
2,6780
4,6572
89,7276
36,5821
0,7039
3,4870
3,6916
191,9558
126,4954
48,8765
0,8750
0,9971
3,4080
154,9590
56,7985
29,2062
32,6625
29,0713
0,7025
206,5056
102,9774
37,0059
77,6276
75,4607
21,0770
1,2056
3,7936
6,3538
11,8514
41,8512
24,7141
3,9185
1,0005
6,0761
10,6805
4,7029
15,4886
21,1833
30,4318
3,2233
101,7345
96,3619
59,2463
37,3059
14,6631
0,7474
54,7096
67,8536
27,3101
16,3806
9,0110
101,6996
